238.00,180.00,9.00,0.11,0.00,0.56,0.34,1.72,1.66,13.59,11.11,11.89,17.78,-7.44,-5.11,12.56,17.78,0.38,2.21,GRASS
60.00,131.00,9.00,0.00,0.00,0.33,0.09,0.33,0.09,5.22,7.22,5.44,3.00,6.00,0.67,-6.67,7.22,0.58,-0.62,BRICKFACE
68.00,103.00,9.00,0.00,0.00,0.67,0.58,1.11,0.96,2.15,0.11,5.67,0.67,-6.11,10.56,-4.44,5.67,0.99,-2.19,FOLIAGE
186.00,173.00,9.00,0.00,0.00,1.44,0.83,2.11,1.99,17.15,13.56,15.56,22.33,-10.78,-4.78,15.56,22.33,0.40,2.33,GRASS
140.00,247.00,9.00,0.00,0.00,2.50,3.19,2.67,3.56,8.11,6.00,5.89,12.44,-6.33,-6.67,13.00,12.44,0.56,2.12,GRASS
190.00,186.00,9.00,0.00,0.11,2.72,2.25,6.06,2.82,50.07,45.67,60.22,44.33,-13.22,30.44,-17.22,60.22,0.27,-2.03,PATH
145.00,248.00,9.00,0.00,0.00,2.06,1.72,2.11,1.38,26.89,23.22,25.11,32.33,-11.00,-5.33,16.33,32.33,0.29,2.29,GRASS
2.00,190.00,9.00,0.00,0.00,2.56,1.45,2.50,2.97,31.67,28.00,40.11,26.89,-11.00,25.33,-14.33,40.11,0.33,-2.01,PATH
206.00,12.00,9.00,0.00,0.00,2.61,1.48,4.50,3.36,11.44,8.44,17.67,8.22,-9.00,18.67,-9.67,17.67,0.54,-2.06,WINDOW
212.00,140.00,9.00,0.00,0.00,3.83,4.20,0.67,0.67,2.89,2.67,3.33,2.67,-0.67,1.33,-0.67,3.33,0.07,-2.09,WINDOW
203.00,133.00,9.00,0.00,0.00,0.11,0.03,0.11,0.03,0.59,0.00,1.78,0.00,-1.78,3.56,-1.78,1.78,1.00,-2.09,n1
21.00,122.00,9.00,0.00,0.00,0.44,0.40,0.44,0.40,0.56,0.00,1.22,0.44,-1.67,2.00,-0.33,1.22,0.56,-2.44,n1
82.00,120.00,9.00,0.00,0.00,5.67,46.93,5.94,60.06,6.96,3.33,12.78,4.78,-10.89,17.44,-6.56,12.78,0.82,-2.24,FOLIAGE
7.00,90.00,9.00,0.00,0.00,1.28,0.85,2.44,2.02,4.67,2.56,5.78,5.67,-6.33,3.33,3.00,6.22,0.67,-3.04,n3
45.00,108.00,9.00,0.00,0.11,25.50,12.80,27.28,15.93,49.81,41.78,61.11,46.56,-24.11,33.89,-9.78,61.11,0.36,-2.36,FOLIAGE
214.00,195.00,9.00,0.00,0.00,0.83,0.66,2.00,0.97,46.56,41.11,57.33,41.22,-16.33,32.33,-16.00,57.33,0.29,-2.10,PATH
126.00,80.00,9.00,0.00,0.00,21.06,530.55,34.61,409.40,68.78,60.33,79.56,66.44,-25.33,32.33,-7.00,79.56,0.29,-2.43,FOLIAGE
62.00,223.00,9.00,0.00,0.00,2.50,5.72,1.67,2.44,6.67,4.89,4.67,10.44,-5.33,-6.00,11.33,10.44,0.59,2.05,GRASS
101.00,80.00,9.00,0.00,0.00,3.56,1.85,3.00,3.87,24.81,24.33,31.56,18.56,-1.44,20.22,-18.78,31.56,0.41,-1.62,n0
114.00,193.00,9.00,0.00,0.00,3.17,2.47,4.50,2.50,57.81,51.11,72.56,49.78,-20.11,44.22,-24.11,72.56,0.31,-2.03,PATH
102.00,179.00,9.00,0.11,0.00,1.83,1.53,2.44,1.88,49.19,44.89,59.78,42.89,-12.89,31.78,-18.89,59.78,0.28,-1.97,PATH
20.00,134.00,9.00,0.00,0.00,0.67,0.09,0.61,0.24,2.96,1.11,6.44,1.33,-5.56,10.44,-4.89,6.44,0.83,-2.13,WINDOW
100.00,111.00,9.00,0.00,0.00,3.72,20.95,4.11,19.50,4.89,2.22,9.11,3.33,-8.00,12.67,-4.67,9.11,0.86,-2.22,FOLIAGE
58.00,113.00,9.00,0.00,0.00,3.44,1.22,0.72,0.39,20.85,16.89,28.44,17.22,-11.89,22.78,-10.89,28.44,0.41,-2.13,WINDOW
137.00,141.00,9.00,0.00,0.00,0.06,0.14,0.06,0.14,0.04,0.00,0.11,0.00,-0.11,0.22,-0.11,0.11,0.11,-2.09,WINDOW
168.00,209.00,9.00,0.00,0.00,1.33,0.67,0.72,0.71,22.52,17.67,20.89,29.00,-14.56,-4.89,19.44,29.00,0.39,2.39,GRASS
186.00,173.00,9.00,0.00,0.00,1.44,0.83,2.11,1.99,17.15,13.56,15.56,22.33,-10.78,-4.78,15.56,22.33,0.40,2.33,GRASS
34.00,83.00,9.00,0.00,0.00,1.44,0.34,2.44,0.43,19.44,19.56,24.44,14.33,0.33,15.00,-15.33,24.44,0.41,-1.51,BRICKFACE
178.00,185.00,9.00,0.00,0.00,2.61,1.81,3.11,2.28,49.04,44.00,60.67,42.44,-15.11,34.89,-19.78,60.67,0.30,-2.01,PATH
200.00,189.00,9.00,0.00,0.00,1.11,1.09,3.17,1.01,49.67,45.11,60.89,43.00,-13.67,33.67,-20.00,60.89,0.29,-1.97,PATH
141.00,89.00,9.00,0.00,0.00,1.28,1.49,1.67,3.69,23.89,23.11,30.44,18.11,-2.33,19.67,-17.33,30.44,0.41,-1.66,BRICKFACE
211.00,107.00,9.00,0.11,0.00,2.56,2.25,2.06,2.82,16.74,11.78,25.78,12.67,-14.89,27.11,-12.22,25.78,0.55,-2.16,WINDOW
159.00,83.00,9.00,0.00,0.00,0.39,0.25,0.28,0.25,18.22,13.33,26.89,14.44,-14.67,26.00,-11.33,26.89,0.50,-2.18,WINDOW
178.00,134.00,9.00,0.00,0.00,0.11,0.17,0.22,0.27,1.85,1.00,3.89,0.67,-2.56,6.11,-3.56,3.89,0.83,-2.00,WINDOW
88.00,180.00,9.00,0.00,0.00,1.50,0.94,3.83,2.89,50.41,45.22,62.33,43.67,-15.56,35.78,-20.22,62.33,0.30,-2.01,PATH
174.00,113.00,9.00,0.00,0.00,2.50,1.01,1.00,0.93,31.78,24.44,43.78,27.11,-22.00,36.00,-14.00,43.78,0.44,-2.24,n1
242.00,148.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,WINDOW
78.00,100.00,9.00,0.00,0.00,1.56,8.30,2.56,8.83,4.59,1.44,9.44,2.89,-9.44,14.56,-5.11,9.44,0.88,-2.28,FOLIAGE
20.00,189.00,9.00,0.00,0.00,1.72,1.75,2.67,3.82,34.11,30.11,42.78,29.44,-12.00,26.00,-14.00,42.78,0.31,-2.04,PATH
140.00,125.00,9.00,0.00,0.00,0.67,0.22,2.67,3.78,3.93,1.56,7.78,2.44,-7.11,11.56,-4.44,7.78,0.85,-2.23,n1
18.00,145.00,9.00,0.00,0.00,0.39,0.02,0.61,0.37,3.93,5.56,4.00,2.22,4.89,0.22,-5.11,5.56,0.60,-0.57,n2
170.00,88.00,9.00,0.00,0.00,0.72,0.39,0.83,0.46,22.33,18.22,29.33,19.44,-12.33,21.00,-8.67,29.33,0.38,-2.21,WINDOW
152.00,155.00,9.00,0.00,0.00,0.50,0.61,10.78,131.81,7.30,5.33,11.00,5.56,-5.89,11.11,-5.22,11.00,0.50,-2.12,WINDOW
115.00,183.00,9.00,0.00,0.00,1.06,0.77,4.72,1.02,19.85,14.56,19.00,26.00,-15.89,-2.56,18.44,26.00,0.45,2.51,GRASS
211.00,139.00,9.00,0.00,0.00,0.33,0.09,0.28,0.06,5.22,3.22,9.56,2.89,-6.00,13.00,-7.00,9.56,0.70,-2.04,WINDOW
39.00,77.00,9.00,0.11,0.00,1.83,1.81,2.39,0.77,7.70,3.22,13.11,6.78,-13.44,16.22,-2.78,13.11,0.76,-2.47,FOLIAGE
30.00,56.00,9.00,0.00,0.00,1.56,0.43,1.50,1.28,23.70,22.11,31.33,17.67,-4.78,22.89,-18.11,31.33,0.44,-1.75,BRICKFACE
61.00,119.00,9.00,0.00,0.00,0.83,0.83,1.06,0.95,1.22,0.11,3.22,0.33,-3.33,6.00,-2.67,3.22,0.98,-2.13,FOLIAGE
230.00,180.00,9.00,0.11,0.00,1.11,0.52,1.94,1.26,13.85,9.67,13.11,18.78,-12.56,-2.22,14.78,18.78,0.49,2.49,GRASS
66.00,155.00,9.00,0.00,0.00,3.72,21.80,7.72,71.57,8.26,5.89,12.67,6.22,-7.11,13.22,-6.11,12.67,0.30,-2.15,WINDOW
169.00,104.00,9.00,0.00,0.00,1.56,1.77,5.61,2.26,18.52,16.00,23.33,16.22,-7.56,14.44,-6.89,23.33,0.31,-2.11,WINDOW
108.00,138.00,9.00,0.00,0.00,0.28,0.06,0.50,0.12,3.19,1.44,6.67,1.44,-5.22,10.44,-5.22,6.67,0.80,-2.09,WINDOW
83.00,126.00,9.00,0.00,0.00,0.72,0.53,0.94,0.57,11.19,5.22,20.00,8.33,-17.89,26.44,-8.56,20.00,0.74,-2.31,n1
142.00,111.00,9.00,0.00,0.00,1.11,0.46,0.56,0.34,28.74,24.56,35.89,25.78,-12.56,21.44,-8.89,35.89,0.32,-2.20,n0
172.00,31.00,9.00,0.00,0.00,0.72,0.42,0.67,0.71,136.41,130.78,145.44,133.00,-16.89,27.11,-10.22,145.44,0.10,-2.25,n1
116.00,35.00,9.00,0.00,0.00,0.83,0.78,0.89,0.54,125.19,113.78,141.33,120.44,-34.22,48.44,-14.22,141.33,0.19,-2.35,n1
78.00,60.00,9.00,0.00,0.00,0.44,0.21,0.78,0.39,109.78,99.56,128.22,101.56,-30.67,55.33,-24.67,128.22,0.22,-2.17,n0
44.00,79.00,9.00,0.00,0.00,0.44,0.34,0.78,0.40,107.74,93.89,126.56,102.78,-41.56,56.44,-14.89,126.56,0.26,-2.38,n1
126.00,20.00,9.00,0.00,0.00,1.00,1.19,1.17,1.15,126.56,115.67,142.33,121.67,-32.67,47.33,-14.67,142.33,0.19,-2.33,n1
141.00,31.00,9.00,0.00,0.00,1.44,0.39,1.22,1.19,126.81,117.11,141.22,122.11,-29.11,43.22,-14.11,141.22,0.17,-2.31,n1
67.00,32.00,9.00,0.00,0.00,0.94,1.06,1.78,1.31,126.22,115.11,142.22,121.33,-33.33,48.00,-14.67,142.22,0.19,-2.33,n1
166.00,65.00,9.00,0.00,0.00,0.78,0.79,0.72,0.33,97.33,82.78,121.11,88.11,-43.67,71.33,-27.67,121.11,0.32,-2.24,n1
73.00,31.00,9.00,0.00,0.00,0.56,0.46,0.89,0.34,126.85,115.56,143.11,121.89,-33.89,48.78,-14.89,143.11,0.19,-2.33,n1
79.00,44.00,9.00,0.00,0.00,4.89,3.20,2.11,1.13,58.67,50.11,75.56,50.33,-25.67,50.67,-25.00,75.56,0.34,-2.10,n0
37.00,78.00,9.00,0.00,0.00,1.00,0.18,2.56,2.87,43.81,41.11,51.89,38.44,-8.11,24.22,-16.11,51.89,0.26,-1.89,n0
241.00,70.00,9.00,0.00,0.00,1.06,0.71,4.11,2.75,39.96,36.44,48.33,35.11,-10.56,25.11,-14.56,48.33,0.27,-1.99,n0
151.00,101.00,9.00,0.00,0.00,9.61,6.54,0.50,0.35,31.19,27.22,39.44,26.89,-11.89,24.78,-12.89,39.44,0.33,-2.06,n0
32.00,88.00,9.00,0.00,0.00,0.83,0.35,1.11,0.72,67.26,57.89,85.00,58.89,-28.11,53.22,-25.11,85.00,0.32,-2.13,n0
48.00,139.00,9.00,0.00,0.00,2.44,1.68,1.83,1.05,48.22,42.56,60.44,41.67,-17.00,36.67,-19.67,60.44,0.31,-2.04,n0
112.00,38.00,9.00,0.00,0.00,11.06,11.07,1.11,1.07,64.63,58.22,78.44,57.22,-19.22,41.44,-22.22,78.44,0.27,-2.04,n0
118.00,21.00,9.00,0.00,0.00,4.83,4.57,1.28,1.06,65.89,59.33,79.22,59.11,-19.67,40.00,-20.33,79.22,0.26,-2.07,n0
191.00,119.00,9.00,0.00,0.00,1.11,1.29,0.94,0.77,39.85,36.22,48.22,35.11,-10.89,25.11,-14.22,48.22,0.27,-2.01,n0
187.00,106.00,9.00,0.00,0.00,4.06,12.33,7.00,53.24,37.70,34.11,45.78,33.22,-10.78,24.22,-13.44,45.78,0.27,-2.01,n0
62.00,140.00,9.00,0.00,0.00,2.44,1.01,1.39,0.69,23.00,17.89,32.22,18.89,-15.33,27.67,-12.33,32.22,0.44,-2.17,n1
97.00,123.00,9.00,0.00,0.00,1.56,1.10,13.22,108.74,52.81,48.00,64.11,46.33,-14.44,33.89,-19.44,64.11,0.28,-1.99,n0
47.00,127.00,9.00,0.00,0.00,1.17,0.96,1.06,0.49,17.59,9.00,30.11,13.67,-25.78,37.56,-11.78,30.11,0.70,-2.33,FOLIAGE
172.00,183.00,9.00,0.00,0.00,2.89,1.68,4.06,3.07,56.33,50.44,70.00,48.56,-17.67,41.00,-23.33,70.00,0.31,-2.00,PATH
162.00,190.00,9.00,0.00,0.00,3.06,1.06,6.11,5.22,57.33,51.00,70.00,51.00,-19.00,38.00,-19.00,70.00,0.28,-2.11,PATH
164.00,178.00,9.00,0.22,0.00,1.39,0.86,2.50,1.46,23.81,20.22,21.11,30.11,-10.78,-8.11,18.89,30.11,0.33,2.19,GRASS
76.00,89.00,9.00,0.00,0.00,1.06,0.95,3.28,2.45,16.81,12.89,24.44,13.11,-11.78,22.89,-11.11,24.44,0.47,-2.11,WINDOW
7.00,90.00,9.00,0.00,0.00,1.28,0.85,2.44,2.02,4.67,2.56,5.78,5.67,-6.33,3.33,3.00,6.22,0.67,-3.04,n2
119.00,115.00,9.00,0.00,0.11,2.44,1.57,5.00,2.94,7.56,3.56,12.89,6.22,-12.00,16.00,-4.00,12.89,0.77,-2.39,FOLIAGE
119.00,138.00,9.00,0.00,0.00,0.78,0.52,0.72,0.29,3.56,1.78,7.22,1.67,-5.33,11.00,-5.67,7.22,0.78,-2.07,WINDOW
11.00,108.00,9.00,0.00,0.00,1.33,0.80,1.39,0.95,17.67,19.00,21.11,12.89,4.00,10.33,-14.33,21.11,0.39,-1.30,BRICKFACE
73.00,194.00,9.00,0.00,0.00,3.22,2.33,4.61,3.36,60.78,53.44,76.11,52.78,-22.00,46.00,-24.00,76.11,0.31,-2.06,PATH
54.00,176.00,9.00,0.00,0.00,2.11,0.69,2.67,2.69,50.67,46.00,62.67,43.33,-14.00,36.00,-22.00,62.67,0.31,-1.95,PATH
121.00,113.00,9.00,0.00,0.00,1.72,1.53,2.94,1.53,20.26,20.00,25.44,15.33,-0.78,15.56,-14.78,25.44,0.40,-1.59,BRICKFACE
208.00,34.00,9.00,0.00,0.00,1.72,1.73,0.44,0.50,14.44,10.78,21.00,11.56,-11.00,19.67,-8.67,21.00,0.48,-2.16,WINDOW
72.00,111.00,9.00,0.00,0.00,0.50,0.30,0.94,1.40,1.30,0.00,3.56,0.33,-3.89,6.78,-2.89,3.56,1.00,-2.14,FOLIAGE
208.00,240.00,9.00,0.11,0.00,1.06,0.86,2.44,5.01,14.15,10.89,13.00,18.56,-9.78,-3.44,13.22,18.56,0.42,2.39,GRASS
137.00,66.00,9.00,0.00,0.00,2.61,3.04,2.94,3.89,28.41,25.33,38.22,21.67,-9.22,29.44,-20.22,38.22,0.43,-1.84,BRICKFACE
181.00,162.00,9.00,0.00,0.00,2.67,7.16,13.39,9.66,42.19,36.44,51.33,38.78,-17.22,27.44,-10.22,51.33,0.29,-2.33,PATH
157.00,184.00,9.00,0.00,0.00,1.28,0.77,1.33,0.84,19.44,15.22,18.22,24.89,-12.67,-3.67,16.33,24.89,0.39,2.42,GRASS
204.00,116.00,9.00,0.00,0.00,1.06,1.26,1.06,1.44,2.19,0.33,5.11,1.11,-5.56,8.78,-3.22,5.11,0.96,-2.25,FOLIAGE
251.00,215.00,9.00,0.11,0.00,1.50,2.03,2.78,2.52,12.41,9.22,11.56,16.44,-9.56,-2.56,12.11,16.44,0.44,2.44,GRASS
76.00,106.00,9.00,0.00,0.00,1.83,3.54,2.22,3.72,3.67,1.00,7.89,2.11,-8.00,12.67,-4.67,7.89,0.90,-2.26,FOLIAGE
25.00,199.00,9.00,0.00,0.00,1.11,0.61,1.06,0.46,17.52,13.11,17.89,21.56,-13.22,1.11,12.11,21.56,0.39,2.69,GRASS
174.00,188.00,9.00,0.00,0.00,2.89,2.88,3.61,2.24,50.41,45.44,62.00,43.78,-14.89,34.78,-19.89,62.00,0.29,-2.00,PATH
74.00,129.00,9.00,0.00,0.00,0.22,0.03,0.11,0.03,0.52,0.00,1.56,0.00,-1.56,3.11,-1.56,1.56,1.00,-2.09,FOLIAGE
27.00,50.00,9.00,0.00,0.00,1.06,0.46,1.00,0.49,23.04,21.67,30.00,17.44,-4.11,20.89,-16.78,30.00,0.42,-1.74,BRICKFACE
28.00,112.00,9.00,0.00,0.00,0.72,0.42,0.56,0.16,5.93,7.11,7.22,3.44,3.56,3.89,-7.44,7.56,0.54,-1.06,BRICKFACE
73.00,103.00,9.00,0.00,0.00,1.28,0.33,1.11,1.54,18.33,19.22,22.56,13.22,2.67,12.67,-15.33,22.56,0.41,-1.40,BRICKFACE
95.00,95.00,9.00,0.00,0.00,0.72,0.82,1.11,0.25,6.48,2.33,12.56,4.56,-12.44,18.22,-5.78,12.56,0.82,-2.32,FOLIAGE
